date,user_id,message
2022-02-03 12:57:00,xwesx,"['\n', ""\nToo bad! Why is it that the account went inactive; was it just something that shouldn't have been available but they just never closed it down? ""]"
2022-02-03 13:02:00,xwesx,"['\nI had two ""first sightings"" within the last 24 hours:', ""1. Walking to my car last night as left work, I spotted a new full-size Bronco. Orange, though I couldn't tell if the top was soft or hard. Given the temperatures right now, it was likely hard even if it was soft!"", '2. Stuck behind a first-gen Chevrolet Equinox going 50% of the posted speed limit, I got a good look at the back end of a Volkswagen ID-4 this morning. It has a nice size and profile, along with some snazzy new-age looking LED lighting on the exterior. Looks like a nice car. ']"
2022-02-03 13:08:00,qbrozen,"['\n', ""\nI haven't kept in touch with the person who graced me with their login. I have no clue what they are up to these days. But I've had that login for many many years. It is the end of an era. ""]"
2022-02-03 13:16:00,jmonroe1,"['\n', '\nI vote for Edmunds buying you an account. With the dues we’ve been paying they can afford it.', 'jmonroe ']"
2022-02-03 13:23:00,kyfdx,"['\n', '\nChecking pockets…. Sorry. ', ' ']"
2022-02-03 13:51:00,au1994,['\nSurely Qbreldzen Motors LLC could afford the cost of an account. ']
2022-02-03 15:02:00,qbrozen,"['\n', '\n', '\n']"
2022-02-03 15:09:00,tjc78,"['\nWe have a bunch of TVs between the two homes. My favorite is our Sony 65”. It’s not even a high end one, but it has the best picture to my eyes. ']"
2022-02-03 15:50:00,roadburner,"['\n', '\nWhy? ']"
2022-02-03 15:52:00,Michaell,"['\n', ""\nBecause the red belts clash horribly with the blue interior. This isn't a BMW M or a Porsche, after all."", 'And, because I can, in the configurator. ']"
2022-02-03 15:52:00,ab348,['\nIf only someone made dark blue belt material. ']
2022-02-03 15:57:00,roadburner,"['\n', '\nWhy? ', '\nI must not be all that critical about TV displays, as I really have no complaints about our 75"" Sony LED. I\'m much more critical of audio systems; at home shows my wife keeps telling me to keep my mouth shut and not comment about the quality of the ""professional"" home theater installations and how awful they sound. ']"
2022-02-03 16:51:00,tjc78,['\nI always put more emphasis on the audio as well. Even in the media room I bought a good projector but nothing ultra high end. I couldn’t be happier with the result. I also read lots on the install process to make sure I did it right. ']
2022-02-03 17:08:00,Sandman6472,"[""\nWe belong to BJ's so will go look and see what they have right now. They have the lowest petrol prices around but have found that weekday are the best time to go. Weekends starting on Friday night are super crowded & I can't believe how stuffed so many other folks carts are as they leave the joint! I know the prices are pretty decent for the amount of product one gets but some folks just seem to go a bit overboard. ""]"
2022-02-03 17:19:00,roadburner,"['\n', '\nI did the same, I found directions from an Audyssey engineer and followed them to the letter when I ran the MultEQ XT setup- I even bought a boom mike stand so every measurement was made at the same height. ']"
2022-02-03 17:23:00,xwesx,"['\n', ""\nWhat about a buyer's agent (aka, broker)? I would think you should be able to gain access to auction data. I imagine states have licensing and bonding requirements, but this should preclude the need for a commercial storefront."", 'Now that I think more on it, though, it may not make sense (even for you!) to pursue it with even those expenses involved.', ' ']"
2022-02-03 18:15:00,Sandman6472,"[""\nGot a question that I need some help with. We had to replace our garage door opener a few years ago. Had always gotten a Sears unit but this time, got a Genie unit instead. Problem is, whenever the power goes out, even for a quip blip, the garage door will not open. I have to climb up on a ladder and take the plug out & re-insert it for the unit to work again. Have called Genie a few times about this annoying issue & no one can give me a reason why it does this or a satisfactory solution. Has anyone else had this same issue before? If I'm not home, my wife is stuck unless she also climbs up on the ladder to do the same procedure which she won't do. It's past annoying now and short of replacing the whole unit, at a loss as what to do here."", ""Any suggestions would be helpful. At first I thought it was possessed but that doesn't seem to be the case here. Thanks all in advance for reading this."", 'The Sandman ']"
2022-02-03 18:24:00,corvette,"[""\nSandy, I've never had that issue. Mine have always reset themselves after a power failure. Can you flip the circuit breaker off and on rather than climbing up on a ladder to unplug it and plug it back in? ""]"
2022-02-03 18:25:00,stickguy,"['\nsounds like a problem with the unit. I have never seen one do that. unplugging it, not sure why that would do anything different than having the power turn off and come back on. Could be something wrong with the outlet I suppose but that does not make much sense either.', 'is it under warranty? if so maybe they will send somebody out?', 'you might have to just decide if you can live with it, or put a different one in. I had Craftsman before too, but a few years ago when the older one broke I put in a liftmaster. That has been great since.', 'they also have some now with built in batteries if you are worried about poser outages. ']"
2022-02-03 18:26:00,henryn,"['\nThis comes up often enough that google offered to finish the query before I was finished typing it. The fix I found through Google search was to invest in a ""surge protector"", but I think they meant ""UPS"" (uninterruptible power supply). ']"
2022-02-03 18:27:00,stickguy,"['\n', ""\nI can't see why that would do anything different than the power turning itself off and back on though, can you? But definitely worth a shot! ""]"
2022-02-03 18:32:00,explorerx4,['\nMy combo copier/fax/printer says you need to unplug it for 60 seconds to reset it. ']
2022-02-03 18:37:00,28firefighter,"['\n', '\n', '\n']"
2022-02-03 18:42:00,xwesx,"['\n', '\nSorry for your loss. It is always more difficult when you are faced with making that decision for their benefit. ']"
2022-02-03 18:43:00,corvette,"['\n', "" - the same thing happened a few months ago to a very dear friend who had adopted a senior dog maybe six months earlier. As well as my neighbor's GSD-Lab mix, who was a perfect gentleman and managed to earn the trust of my dog-reactive dog. I'm so sorry for your loss. And I agree--many dogs I've met are far better than the average human! ""]"
2022-02-03 19:09:00,mjfloyd1,"['\n', '\n']"
2022-02-03 19:58:00,stickguy,"['\n', '\nso sorry to hear. always hard to lose a member of the family (and dogs really are). I lost a couple of labs to cancer and it was sad to see them deteriorate, but at least they were finally in peace. ']"
2022-02-03 20:03:00,Michaell,"['\n', "" - so sorry for the loss of your pet. Always difficult, and I know my two doxies (13 and 12) probably don't have too many years left. ""]"
2022-02-03 20:19:00,jmonroe1,"['\n', ', my condolences. I know it’s tough. Both of my sons had a dog that had to be put down. They were truly members of the family and neighborhood.', 'jmonroe ']"
2022-02-03 20:49:00,roadburner,"['\n', '\nSo sorry; I definitely have preferred most of my dogs over several members of my family. ']"
2022-02-03 21:04:00,28firefighter,"['\n', '\n']"
2022-02-04 02:10:00,nyccarguy,"['\n', '\n', '\n']"
2022-02-04 02:46:00,tjc78,"['\n', '\n']"
2022-02-04 03:33:00,graphicguy,"['\n', '\nBTW….the Cincinnati Auto Show is this weekend. I’m guessing between the weather and the reduced amount of brands on display, it will be pretty sparse. Still deciding whether I want to go. ']"
2022-02-04 03:35:00,au1994,"['\nSorry for your loss ', '. Been through it and its not easy on any of us. ']"
2022-02-04 05:17:00,oldfarmer50,"['\n', '\n', '\n', 'Weren’t you going to get a dealer’s license that required a storefront? You could just write the cost of an account off to the business. ', ' ']"
2022-02-04 05:20:00,imidazol97,"['\n', '\nBestBuy does price matching when you can show them the online price of a ', 'competitor. I always like BB for their knowledgeable salesmen.', ' ']"
2022-02-04 05:29:00,oldfarmer50,"['\n', '\nOh that’s sad. How is your kid taking it? When my kids were little we had pet funerals and burial in the back yard to help them through it. ']"
2022-02-04 05:31:00,qbrozen,"['\n', '\nMentioned earlier. Me, yes; Wife, no. Wife wins in the event of a tie. ']"
2022-02-04 05:35:00,ab348,"['\n', ' Sorry for the loss of your pet. It is a miserable thing to go through. Most of us take them for granted and do not realize how attached we are to them and the way that they are like a family member.I went through it a few years ago with my cats at the time and it was miserable. My condolences. ']"
2022-02-04 05:50:00,stickguy,"['\n', '\n', '\n']"
2022-02-04 05:52:00,kyfdx,"['\n', '\nWith the weather, I almost forgot about it... hmmm..', ""I'd guess if I went today, I'd be almost by myself. "", '11-9, today ']"
2022-02-04 06:03:00,kyfdx,"['\n', ' ', 'Sorry about your dog.. ', ' ']"
2022-02-04 06:13:00,dad23,"['\nSorry for your loss ', "", they're family and always tough to let go. It amazes me how they hide it, like they don't want to put us out or something. And then we tend to want to be selfish and keep them around when it's not always the best for them. ""]"
2022-02-04 06:26:00,graphicguy,"['\n', "" ...so sorry to hear this. They aren't only part of our families, they are integral to our families. ""]"
2022-02-04 07:07:00,breld,"['\n', ' - so sorry to hear about your pup. We’ve been through it twice in the past few years with our basset hounds and can certainly sympathize with how sad it is. ']"
2022-02-04 07:17:00,28firefighter,"['\n', '\n', '\n', '\n', '\n']"
2022-02-04 08:00:00,british_rover,"['\n', '\n']"
2022-02-04 08:13:00,jmonroe1,"['\n', '\nDon’t they always. ', 'jmonroe ']"
2022-02-04 08:20:00,fintail,"['\nSorry for your loss, that can be tough on kids. Both of my siblings are pet people, and I saw them go through it.', 'On that note, you should erect a little memorial to puzzle the next occupants of your house. I have these two in the rock area of my backyard - I know the prior owners had a couple of little dogs, I hope these are pet-related anyway:', '\n']"
2022-02-04 08:21:00,carnaught,"['\n', ', so sorry for losing your best friend. When they’re gone, it takes a piece of our heart with them, ']"
2022-02-04 08:22:00,explorerx4,"['\n', ',', 'Sorry to hear about your dog. We would get upset when our guinea pigs would pass away. ']"
2022-02-04 08:52:00,henryn,"['\n', ',', 'You have my strong sympathies. I know how bad it hurts. ']"
2022-02-04 09:44:00,stickguy,"['\n', '\n', '\n']"
2022-02-04 09:51:00,oldfarmer50,"['\n', '\nHow did you wash it during the snow bomb apocalypse? ']"
2022-02-04 09:56:00,stickguy,"[""\nI had to shovel the snow pile to get to the hose bib and make sure the hose did not run across the snow. And did it in my driveway Wednesday when the temp hit a balmy 43 and it wasn't raining. "", 'it was somewhat weird being out there doing it when most of the lawn was still covered by snow. ']"
2022-02-04 10:46:00,henryn,"['\n', '\nI have never seen anyone washing a car, in the driveway with a hose, while there was snow on the ground. That must have been some sight. ']"
2022-02-04 10:51:00,stickguy,"['\nNeighbors probably think I’m weird anyway but I don’t care. As long as they stay off my lawn.', 'Get looks when I’m out mowing in August when it’s 98 and humid too. ']"
2022-02-04 10:55:00,stickguy,"['\nPurists hide your eyes, but since I was out there anyway, I pulled out the tools and mounted the plate. Screws I bout worked fine. On solid, and no hissing noises or puddles coming from the front end.', 'But oddly they were torx head screws. Had to dig out the drill bit set to find that.', 'It looks fine to me. Helps that the mount is almost the same color as the bumper (and is the color of the grills). It blends in fine, and now all that’s left is to get to the inspection station Monday. ']"
2022-02-04 10:57:00,tjc78,"['\n', '\n', '\n']"
2022-02-04 11:01:00,tifighter,"[""\nI'm looking forward to when I can have the car self-drive itself to the car wash, put on car wash mode, clean itself up, and drive back. All while I'm sleeping. ""]"
2022-02-04 11:10:00,28firefighter,"['\n', '\nThis is definitely a me problem, but I absolutely read this at first as ""Got ambitious and got waxed this morning"" and had some follow-ups. But glad I re-read. ']"
2022-02-04 12:29:00,ab348,"['\n', '\nWhen my buddy who moved up-country still lived in his house here in the burbs, his heated garage had a mixing faucet for a hose bib so he would wash his cars in the winter with warm water. He was a bit obsessive. ', ' ']"
2022-02-04 12:49:00,british_rover,"['\n', '\n', '\n', '\n', '\n', '\n']"
2022-02-04 13:40:00,stickguy,"['\n', '\nI just fill up the bucket inside with warm water since I stick my hand in that. Not worried about the rinse hose being colder. I just hate when the wind blows it into my face! ']"
2022-02-04 13:52:00,kyfdx,"['\nI drive to the automatic carwash, get out, then get back in, and drive home. ']"
2022-02-04 14:49:00,Michaell,"['\n', ""\nI don't even get out. The basic wash still has attendants dry the car by hand. ""]"
2022-02-04 15:20:00,breld,"['\n', '\n', '\n']"
2022-02-04 15:21:00,breld,"['\n', '\n', '\n', '\n']"
2022-02-04 15:23:00,ab348,"['\nCNET reviews are usually of the softball variety so their conclusion here isn’t a surprise but here’s their take on the Bronco vs Wrangler question:', ' ']"
2022-02-04 15:24:00,ab348,"['\n', '\n', '\n', 'No, it was the part that made him stand outside in his driveway washing cars in the snow that made him obsessive. ', ' ']"
2022-02-04 15:36:00,kyfdx,"['\n', ' ', 'This is where you want to go:', ' ']"
2022-02-04 15:47:00,corvette,"['\nI was about to mention that, but kyfdx beat me to it. Also, if you are a reciprocal member of a museum in the SERM network, you can get into Cheekwood for free. ']"
2022-02-04 15:54:00,explorerx4,"[""\nThat definitely is not the model Firebird that was in the original movie. It's too new.  ""]"
2022-02-04 16:17:00,mjfloyd1,"['\n', '\n', '\n']"
2022-02-04 16:35:00,fintail,"['\nYou must be planning to live to be about 900 years old ', '\n']"
2022-02-04 17:07:00,stickguy,"['\nwell, my wife already has a car like that. Also fills itself with gas when it needs it.', 'of course if she loses me the car stops functioning like that. ']"
2022-02-04 17:17:00,qbrozen,"['\n', '\n']"
2022-02-04 17:55:00,explorerx4,"['\n', ',', 'What does your insurance agent say about all these vehicle changes? ']"
2022-02-04 18:02:00,ab348,"['\n', '\nI’d guess that as long as he keeps making the premium payments the agent won’t care. Of course once the shuttle bus arrives it may be a different story… ', ' ']"
2022-02-04 18:03:00,british_rover,"['\n', '\n', '\n', '\n']"
2022-02-04 18:23:00,28firefighter,"['\n', '\n', '\n']"
2022-02-04 18:30:00,qbrozen,"['\n', '\n', '\n']"
2022-02-04 18:45:00,nyccarguy,"['\n', '\nBIG congrats on the TRX! ']"
2022-02-04 18:58:00,xwesx,"['\n', '\n', ""Yes, that's fantastic! We need more than photos this time; we need a video of you jumping it. "", ' ']"
2022-02-04 19:10:00,tifighter,"['\n', '\nProbably. But it did drive me to across town to our recycling center on its own the other day. Seriously. ']"
2022-02-04 19:21:00,tjc78,"['\n', '\n', '\n']"
2022-02-04 19:21:00,Sandman6472,"[""\nSorry for your loss. When our first pup passed, I was a mess. Was 13 at the time and my first experience with death. Took me a few days to come to grips with it. My folks waited a few months and then decided we needed another pup in the house, and she was with us for about 15 years. They become such a part of our family that once they're gone, it's such a loss for everyone. Take some time but eventually, get another pet as they help our kids become adults in that they now have someone else depending on them, and having them is a great lesson in life."", ""Grieve as much as y'all need & remember, we're all with ya on this! ""]"
2022-02-04 19:28:00,28firefighter,"['\n', '\n']"
2022-02-04 20:30:00,qbrozen,"['\n', '\n']"
2022-02-04 21:26:00,qbrozen,"['\n', '\n']"
2022-02-04 21:54:00,Michaell,"['\n', ""\nGotta update that ol' signature line - maybe a separate line for the stuff that's on order. ""]"
2022-02-04 22:44:00,28firefighter,"['\n', '\n']"
2022-02-05 04:15:00,oldfarmer50,"['\nThat’s a very angry looking front end. Will you be tailgating some poor LLC in that thing?', 'For what it’s worth, the Ram is the nicest riding of the big three domestics. ']"
2022-02-05 06:00:00,Michaell,"['\n', ' ']"
2022-02-05 06:05:00,graphicguy,"['\n', '\nThe original was not the Turbo version, either. They just picked a random Trans Am of the era, shined it up, and put it in the museum. ']"
2022-02-05 06:07:00,graphicguy,"['\n', ' ….that is so cool. Congrats on the punch! ']"
2022-02-05 06:41:00,au1994,['\nThe TRX looks really cool! Enjoy for a month or so and good luck with the flip! ']
2022-02-05 06:58:00,stickguy,"['\nshould have gotten the red one across the aisle. That is a sharp color!', ""I don't think the pictures do justice to have large it is. ""]"
2022-02-05 07:24:00,carnaught,"['\n', ', nice truck, congrats! You’re giving ', ' some nice competition. Oh, and great pic of your hand! ']"
2022-02-05 07:58:00,mjfloyd1,"['\n', '\n', '\n']"
2022-02-05 08:06:00,28firefighter,"['\n', '\n', '\n']"
2022-02-05 08:11:00,fintail,"['\nI want to see the landings! ', '\n']"
2022-02-05 08:13:00,qbrozen,"['\n', '\n']"
2022-02-05 08:32:00,corvette,"['\n', '\nFor your YouTube channel? ']"
2022-02-05 08:38:00,28firefighter,"['\n', '\n']"
2022-02-05 08:53:00,tjc78,"['\nOk, now this is out of control…you could have bought this one year old for less. ', ' ']"
2022-02-05 08:57:00,ab348,"['\n', '\nIs there a rule that cars have to be actually driveable for them to be in your sig line? ']"
2022-02-05 09:01:00,mjfloyd1,"['\n', '\n']"
2022-02-05 09:03:00,tjc78,"['\n', ""\nYeah we even count….My best friend's sister's boyfriend's brother's girlfriend ""]"
2022-02-05 09:19:00,Sandman6472,"[""\nA 2011 for $24K? Man, is that outrageous or what! When will this madness ever end I ask you!! These past couple of years have been the strangest years I've ever lived through in all my 67 years on the planet. And naturally, now that I'm finally ready to let go of my Golf, prices are so crazy that there's no way I'm making a move right now. Financially, just makes no sense when it's a want and not really needed. Haven't even brought up the subject at home for I know I'll get only a negative response. Especially since the Golf has been behaving for awhile."", ""Did see a new Corolla Cross on I-95 yesterday and in that Celestial blue color, sure looked sharp. Just by looking at it's size, think it'll fit on my side of the garage nicely. looks to be about the same size of my departed 2006 Civic which had no problem fitting in that space. Have been driving a bunch of new Corollas at work and don't think the lack of a turbo will be an issue. The CVT with the 1.8 engine seems to pull nicely with enough low end torque to get up to speed safely. The lack of that pesky turbo lag was a nice surprise and like the modern ergonomics. Think it'll be the perfect vehicle for the next stage of our life and looking forward to getting back into a Toyota product as our last one was my '96 Corolla DX. Would really like a Camry but the size just makes it a no go right now. It'll be nice to also get a new vehicle again to be honest. The reliability factor will be a welcome change and hopefully they'll still have 0% financing for me to take advantage of. Seeing more of them on the road now makes me a bit more excited to get one already. But so far, have seen none come in with the JBL option due to the chip situation and without that one particular option, will just have to wait awhile longer."", ""Love the new truck Q, and must agree with OF, the Ram is the best driving truck of all brands that we have in our fleet. Not being a truck lover, my first lead made sure to get me behind the wheel of many trucks to get my confidence up in driving a larger vehicle as he knew I hated them & preferred the smaller ones. Now, there's no more issues driving them so he got his desired result. ""]"
2022-02-05 09:26:00,Sandman6472,"[""\nSlow day at work yesterday but after sitting a bit after lunch, we got a run from Pompano Beach up to Jupiter and then back down to Delray Beach. This was about 3:15 and with running into a couple of accidents and rush hour traffic on I-95, clocked out at 6:45. Think we would've been done by about 5:30, give or take, but we were bumper to bumper through most of West Palm Beach but being rush hour on a Friday night during season, was just par for the course. There's been a large influx of tourists/snowbirds down south now and it shows everywhere we go. Great for our economy but just means that our roads are at capacity & just takes a little longer to get around. But, we're happy to have them come on down and enjoy our beautiful weather. And it has been super nice lately even with that cold snap last week. Noticed I've been using my sun roof more & more which I really love. Plan to get one on my next vehicle though doubt the wife will as she's never used hers yet in the seven years we've owned it. I use it on those rare occasions when I get to drive it. ""]"
2022-02-05 09:27:00,qbrozen,"['\n', '\n', '\n']"
2022-02-05 09:27:00,mjfloyd1,"['\n', '\n', '\n', '\n']"
2022-02-05 10:23:00,mjfloyd1,"['\n', '\n']"
2022-02-05 10:28:00,oldfarmer50,"['\n', '\nWeren’t the 2011 models all sold to rental companies? Where’s our GM expert? ']"
2022-02-05 11:08:00,ab348,"['\n', ""\nThat's a real brodozer for sure. ""]"
2022-02-05 11:48:00,tjc78,"['\n', '\nAs far as I know yes. The 2011 GM in the US market has ultra low production numbers if you believe the web. Only 248 were produced as Mercury was being phased out. To fill the void Ford made civilian LX Vic’s for the fleets in 2011. They put the older LX Sport wheels on them and they were screaming bargains a year or old from the fleets. ']"
2022-02-05 11:51:00,jmonroe1,"['\n', '\n', '\n', '\n']"
2022-02-05 11:54:00,tjc78,"['\n', ' ', 'That thing is a beast! ']"
2022-02-05 12:28:00,oldfarmer50,"['\n', '\nHow much does a gallon of testosterone go for these days? ']"
2022-02-05 13:30:00,qbrozen,"['\n', '\n']"
2022-02-05 13:48:00,mjfloyd1,"['\n', '\n', '\n']"
2022-02-05 13:48:00,stickguy,"['\ngood thing it is just a flip.', 'how long do you have to keep this before it can get moved? ']"
2022-02-05 14:03:00,explorerx4,['\nLarge vehicles are a pain in most urban settings. ']
2022-02-05 14:45:00,corvette,"['\n', ""\nYeah, the Tahoe I had was a unicorn in that the width was really the only issue. It wasn't appreciably longer than a midsize CUV. The extra length and turning radius of a full size PU are something else, plus I'm assuming that the added height of the TRX precludes parking in most garages or parking structures. ""]"
2022-02-05 15:08:00,explorerx4,"['\n', ',', ' When I had a pickup and a sedan, I would just about always take the sedan locally if there was a parking space involved.', 'Even my Explorer feels big for a lot of parking spaces around here. ']"
2022-02-05 15:10:00,corvette,"['\n', ' or snow! I parked the Prius on account of the ice storm they were predicting. ']"
2022-02-05 15:31:00,jmonroe1,"['\n', '\n', '\n', '\n']"
2022-02-05 15:58:00,Michaell,"['\nWhen we had an Expedition and our ‘99 New Beetle, the Ford had a better turning radius. ']"
2022-02-05 16:56:00,oldfarmer50,"['\n', '\nDrive it through a cow pasture or up a hill like it was meant to do and you may feel different. It’s not designed to maneuver in the parking lot of a French restaurant. ']"
2022-02-05 17:03:00,oldfarmer50,"['\n', '\nI enjoy driving my cargo van even with it’s size. I like the high seating position and it actually rides nicely since it’s only a half ton without rock hard suspension. I don’t try squeezing into tight parking spots though. ']"
2022-02-05 18:19:00,stickguy,"[""\nwhat Farmer said. it is designed for heavy off road duty. So really can't complain that it isn't good for going through the starbucks drive through, or a small parking lot!"", ""also why I had no desire for a big truck (even the Ranger size). The maverick can fit most anywhere, and fits in the garage. It's basically the length of a minivan (probably a few inches shorter than an Odyssey) but is actually a few inches narrower than our RDX. So parking lots, really not an issue."", 'oh yeah, also not too tall for a garage. ']"
2022-02-05 20:19:00,28firefighter,"['\n', '\n', '\n']"
2022-02-05 20:36:00,corvette,"['\nWhat could possibly go wrong? Also, not sure if OEM, but I detest the silver/chrome pillar trim on that and other cars, regardless. ']"
2022-02-05 21:59:00,qbrozen,"['\n', '\n', '\n']"
2022-02-06 03:23:00,tjc78,"['\n', '\n', '\n', '\n']"
2022-02-06 05:13:00,ronsteve,"[""\nNot sure if it's a good or bad thing that I didn't see this one before now? It's practically in my backyard... "", 'If I had known about it earlier in the auction it might have been worth asking for an in-person look... ']"
2022-02-06 05:16:00,ronsteve,"['\n', '\nI saw one at the dealer last time I had the Jetta in for service. The dashboard and steering wheel looked too much like a toy for my tastes. ', ""Plus I don't think I am ready for full EV yet. Given the cooling of my automotive wanderlust these days, it's quite possible that my next vehicle will be a hybrid at least... ""]"
2022-02-06 05:22:00,ab348,"['\n', '\nI remember Brewer doing one of those on one of the later seasons of Wheeler Dealers. I recall him saying the brakes were a $6000 maintenance item if needed. Theirs had a problem with the air suspension which they somehow fixed fairly cheaply. ']"
2022-02-06 05:25:00,mjfloyd1,"['\n', '\nThe Saab guys and the Golf plaid interior guys are loyalists. ']"
2022-02-06 05:28:00,ronsteve,"['\n', ""\nI wonder if the kids in mom's basement that posted those dire snow predictions on social media were just trying to get cheap SB tix? ""]"
2022-02-06 05:31:00,ronsteve,"['\n', '\nWell, I am neither of those. I miss turbo power and I miss shifting. ', ""Of course, it's going to end while I'm sleeping and it'll probably go higher than I would be willing to spend. ""]"
2022-02-06 05:42:00,stickguy,"['\n', '\n']"
2022-02-06 06:05:00,kyfdx,"['\n', '\nI like that a lot... prob ends over $10K, at least ']"
2022-02-06 07:02:00,breld,"['\n', '\nI was actually going to ask if this might be a keeper, but I guess not. ', 'In any case, seems like an awesome truck. ', 'By the way, how is the WRX experience going? ']"
2022-02-06 07:25:00,breld,"['\nFor ', ' ']"
2022-02-06 07:25:00,nyccarguy,"['\n', '\n', '\n']"
2022-02-06 07:35:00,mjfloyd1,"['\n', ' - what is this “keeper” vehicle that you speak of?', 'I learned to drive on a Fiat X19 four speed. I remember having a rubber mallet in it to whack the starter solenoid… Fond memories until a tree truck pulling a chipper backed up my hood at a stop sign. Apparently he changed his mind on the direction that he was going. ']"
2022-02-06 07:40:00,breld,"['\n', ' - ', 'KEEPER - vehicle for which one has the firm belief and conviction to maintain under one’s ownership for an extended amount of time AND is indeed kept for at least a) 3 months or b) registration is completed, whichever comes first. ']"
2022-02-06 07:47:00,corvette,"['\n', ' - ', "" posted that Saab earlier. It looks very nice, but I'm sure it will sell for an insane price. ""]"
2022-02-06 07:52:00,qbrozen,"['\n', '\nBy that definition, all of mine are keepers since nobody will buy them until the reg is complete. ']"
2022-02-06 07:56:00,qbrozen,"['\n', '\nYes, a cooling pipe that runs between the cylinder banks under the intake manifold. Not the worst job to replace with upgraded aluminum pipe. It is about the only common failure on an otherwise reliable vehicle, from what I know. Still ... 100k miles? No thanks. ']"
2022-02-06 08:48:00,kyfdx,"['\n', "" Cool. It's really different, huh? ""]"
2022-02-06 08:51:00,explorerx4,['\nSmokey and the Bandit II is on today and the Trans Am in it looks just like the one in the picture kyfdx posted a few days ago. ']
2022-02-06 09:52:00,roadburner,"['\n', '\nI posted that link on 2/1. And it IS in my back yard. ']"
2022-02-06 09:55:00,roadburner,"['\n', '\nMy son and I went there last summer before the NASCAR race. A rather eclectic collection- and very enjoyable. ']"
2022-02-06 10:26:00,stickguy,"['\nsince I looked at breakfast that SAAB jumped from $5,500 to $8,000 with 2 hours left to go. I doubt it is done. $10k seems doable. ']"
2022-02-06 12:15:00,stickguy,"['\nI love the looks of this car. Nice color. though would prefer the standard cloth seats.', 'but still pricey for something with nosebleed miles, a deer hit taking out the hood and fender, and rust repairs in the trunk and wheel wells (a NE car will get like that!). ', 'the 9-3 wagon holding at $8.100 with 20 minutes to go! ']"
2022-02-06 12:41:00,henryn,"['\n', ""\nI learned to drove on several old Chevy pickups. The year I was 12 we lived on a dairy farm, and they had an assortment of very old half ton Chevy pickups (1950, 1951 along there), plus one old Dodge Power Wagon with a flat bed. That's what I learned to drive on."", ""The first car that I got to call my own was a 1949 Chevrolet, and I kept a brick in the back floorboard. The voltage regulator would stick, and I'd just give it a whack with the brick. I'm sure a rubber mallet would have been better suited, but I didn't happen to have a rubber mallet, and the brick did the job. ""]"
2022-02-06 12:43:00,henryn,"['\n', '\nI seem to remember that car from ""Romancing the Stone"". Isn\'t that the car they floated down the river in?', ' ']"
2022-02-06 12:52:00,stickguy,"['\nbig rush at the end on the SAAB. Sold for $10,500. I liked it. Not sure I liked it that much.', 'problem with that car is, at that price, what do you do with it? Not really a toy. Or something that makes sense to keep for a lifetime. It only makes sense as a practical car to actually use all the time (it is a wagon after all). But who wants to deal with the hassles of DDing one of those? Maybe if it was cheap like old cars used to be. For $3k, sure, tuck it away and figure it out later!', 'At least the Prelude you could see keeping in the garage to bring out in nice weather on the weekends to cruise around in.', 'I really need to find a gen 3 Miata at some point before they are all gone or used up, to hang onto as the fun car. Probably need to move first though! ']"
2022-02-06 13:20:00,Michaell,"['\n', '\n', '\n']"
2022-02-06 13:34:00,ronsteve,"['\n', ""\nAt 10,5 I definitely didn't like it that much. And I definitely missed a lot of forum scrolling over the past few weeks, but that's more for Cars & Conversations than for CCBA. ""]"
2022-02-06 15:41:00,sda,"['\nI went car browsing this morning. Not much to report, inventory thin everywhere. Market adjustment the norm. I was a bit amused that the VW dealer had marked up the unpopular non-selling Passat by $1500 + $1100 of add ones. Granted the Passat ended production on 1/25 and there won’t be any available once the inventory is depleted.', ' ']"
2022-02-06 16:22:00,stickguy,"[""\nI drove past a local large Ford dealer today and their big front lot was very sparse. usually they would have a bunch of trucks and police cars (Explorers) out there. I assume the rest of their space was pretty empty too. I know they don't have any Mavericks laying around!"", ""Sounds like Ford got hit with more chip delays. Had to shut down 8 plants for a couple of weeks, and a bunch of people waiting on the Mavericks had their estimated delivery dates pushed back 3 months (sounds like they are still building what they can and just piling up trucks at the plant until they get the missing modules). I am actually glad mine won't be build for quite a while, because I would rather not have my new car locked up tight sitting in the Mexican desert for 3 months! ""]"
2022-02-06 16:30:00,kyfdx,"['\nWent to the Cincinnati car show with my son, today.', 'Lots of EVs. ', 'Plenty of makes missing. ']"
2022-02-06 16:31:00,roadburner,"['\n', '\n', '\n']"
2022-02-06 16:32:00,stickguy,"['\nthe list on the Philly car show of attending makes did not look too bad (no worse than the last show in 2020) but still no guarantee they all show up, and if they do, what kind of selection they bring. ']"
2022-02-06 16:57:00,roadburner,"['\n', '\n']"
2022-02-06 17:23:00,explorerx4,"[""\nBMW dealers don't know what to do with it either. I think Edmunds had one as a long termer. ""]"
2022-02-06 17:39:00,roadburner,"['\n', ""\nThe problem is that BMW's ETK(parts documentation) does not include all of the Supra parts. Ditto for the TIS(service/technical documentation). ""]"
2022-02-06 19:12:00,qbrozen,"['\n', '\n']"
